test_id,joint,amplitude_deg,frequency_hz,time_s,q_deseado_deg,q_medido_deg,error_deg
1,wrist,10.0,0.05,1.6543025970458984,4.966323452995698,2.932551319648094,2.033772133347604
1,wrist,10.0,0.05,1.7043673992156982,5.102219250168677,2.932551319648094,2.169667930520583
1,wrist,10.0,0.05,1.754549264907837,5.237166186442773,4.105571847507331,1.1315943389354421
1,wrist,10.0,0.05,1.8047287464141846,5.370805195042385,4.105571847507331,1.2652333475350535
1,wrist,10.0,0.05,1.8548920154571533,5.503066980195255,4.105571847507331,1.397495132687924
1,wrist,10.0,0.05,1.9049973487854004,5.633811708610972,4.105571847507331,1.528239861103641
1,wrist,10.0,0.05,1.95509934425354,5.763151945854222,4.105571847507331,1.657580098346891
1,wrist,10.0,0.05,2.0052034854888916,5.891069851610134,4.105571847507331,1.785498004102803
1,wrist,10.0,0.05,2.0553817749023438,6.017714209073692,4.105571847507331,1.912142361566361
1,wrist,10.0,0.05,2.1055638790130615,6.1428726346594775,4.398826979472141,1.7440456551873362
1,wrist,10.0,0.05,2.155728816986084,6.266462311138119,4.398826979472141,1.8676353316659773
1,wrist,10.0,0.05,2.2058300971984863,6.3883417569800915,4.398826979472141,1.9895147775079502
1,wrist,10.0,0.05,2.255941867828369,6.5086636035687695,4.6920821114369495,1.81658149213182
1,wrist,10.0,0.05,2.3060152530670166,6.627282041667604,4.6920821114369495,1.9351999302306542
1,wrist,10.0,0.05,2.356091022491455,6.744266024021073,4.6920821114369495,2.0521839125841232
1,wrist,10.0,0.05,2.4061639308929443,6.859574372414742,5.278592375366569,1.5809819970481733
1,wrist,10.0,0.05,2.4562745094299316,6.973270108164522,5.278592375366569,1.6946777327979534
1,wrist,10.0,0.05,2.506453275680542,7.085388844599648,5.278592375366569,1.8067964692330793
1,wrist,10.0,0.05,2.556641101837158,7.195766609189338,5.571847507331379,1.6239191018579593
1,wrist,10.0,0.05,2.6068193912506104,7.304335099696225,5.571847507331379,1.732487592364846
1,wrist,10.0,0.05,2.656978130340576,7.4110472433552,5.571847507331379,1.8391997360238213
1,wrist,10.0,0.05,2.7070491313934326,7.5157373722667975,5.571847507331379,1.9438898649354188
1,wrist,10.0,0.05,2.7572264671325684,7.618784217036846,6.158357771260997,1.4604264457758491
1,wrist,10.0,0.05,2.80729079246521,7.719712208752702,6.158357771260997,1.5613544374917048
1,wrist,10.0,0.05,2.8575055599212646,7.819025218346134,6.158357771260997,1.660667447085137
1,wrist,10.0,0.05,2.9076919555664062,7.916337932425304,6.451612903225806,1.4647250291994975
1,wrist,10.0,0.05,2.9578704833984375,8.011668026808152,6.451612903225806,1.5600551235823463
1,wrist,10.0,0.05,3.007979393005371,8.104879110966726,6.451612903225806,1.65326620774092
1,wrist,10.0,0.05,3.0580906867980957,8.196086007742522,6.744868035190616,1.4512179725519063
1,wrist,10.0,0.05,3.1082723140716553,8.285385354626413,6.744868035190616,1.5405173194357973
1,wrist,10.0,0.05,3.158447265625,8.372614060249958,6.744868035190616,1.6277460250593423
1,wrist,10.0,0.05,3.2086174488067627,8.457754474371361,7.331378299120235,1.126376175251126
1,wrist,10.0,0.05,3.258791208267212,8.540799678462095,7.331378299120235,1.20942137934186
1,wrist,10.0,0.05,3.3089516162872314,8.621701646309551,7.331378299120235,1.2903233471893163
1,wrist,10.0,0.05,3.359044313430786,8.700357800830343,7.624633431085044,1.0757243697452985
1,wrist,10.0,0.05,3.4092540740966797,8.777035546205811,7.624633431085044,1.1524021151207666
1,wrist,10.0,0.05,3.4593653678894043,8.851385539832483,7.624633431085044,1.226752108747439
1,wrist,10.0,0.05,3.509573459625244,8.92367910047403,7.9178885630498534,1.0057905374241773
1,wrist,10.0,0.05,3.5597615242004395,8.993725005991614,7.9178885630498534,1.0758364429417604
1,wrist,10.0,0.05,3.609823703765869,9.06136784558467,7.9178885630498534,1.1434792825348161
1,wrist,10.0,0.05,3.6599345207214355,9.126831809221326,7.9178885630498534,1.2089432461714722
1,wrist,10.0,0.05,3.710012197494507,9.189992823840521,8.211143695014663,0.9788491288258587
1,wrist,10.0,0.05,3.7602078914642334,9.251020086252465,8.211143695014663,1.0398763912378026
1,wrist,10.0,0.05,3.8103129863739014,9.309642980181733,8.211143695014663,1.0984992851670707
1,wrist,10.0,0.05,3.8604896068573,9.36603792941026,8.504398826979473,0.8616391024307859
1,wrist,10.0,0.05,3.9106485843658447,9.420086993598886,8.504398826979473,0.9156881666194128
1,wrist,10.0,0.05,3.960864782333374,9.471854638029024,8.504398826979473,0.9674558110495504
1,wrist,10.0,0.05,4.011011838912964,9.521198584737702,8.797653958944283,0.7235446257934193
1,wrist,10.0,0.05,4.061170816421509,9.56819036583492,8.797653958944283,0.7705364068906366
1,wrist,10.0,0.05,4.111386299133301,9.612855219856385,8.797653958944283,0.8152012609121027
1,wrist,10.0,0.05,4.1615681648254395,9.655100261589082,8.797653958944283,0.8574463026447994
1,wrist,10.0,0.05,4.211765766143799,9.694957807668702,8.797653958944283,0.8973038487244196
1,wrist,10.0,0.05,4.261836290359497,9.732312578618963,8.797653958944283,0.9346586196746802
1,wrist,10.0,0.05,4.311905860900879,9.76725862580356,9.090909090909092,0.6763495348944684
